iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;03:18:25;03:18:25;03:18:25;;;03:18:25;03:18:25;03:18:25;03:18:25;03:18:25;03:18:25;03:18:25;03:18:26;03:18:26;03:18:26;03:18:26;03:18:26;03:18:26;03:18:27;03:18:27;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
1;03:18:27;03:18:27;03:18:27;03:18:27;03:18:27;03:18:27;03:18:27;03:18:27;03:18:27;03:18:27;03:18:27;03:18:27;03:18:28;03:18:28;03:18:28;03:18:28;03:18:28;03:18:28;03:18:28;03:18:28;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
