iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;00:18:59;00:18:59;00:19:00;;;00:19:00;00:19:00;00:19:05;00:19:06;00:19:06;00:19:06;00:19:06;00:19:13;00:19:13;00:19:13;00:19:13;00:19:14;00:19:14;00:19:19;00:19:19;;00:00:00;;00:00:05;00:00:05;00:00:00;00:00:07;00:00:00;00:00:00;00:00:05;00:00:20
1;00:19:19;00:19:19;00:19:20;00:19:20;00:19:20;00:19:20;00:19:20;00:19:26;00:19:26;00:19:26;00:19:26;00:19:26;00:19:33;00:19:33;00:19:33;00:19:33;00:19:34;00:19:34;00:19:39;00:19:39;;00:00:00;00:00:00;00:00:05;00:00:05;00:00:00;00:00:06;00:00:00;00:00:00;00:00:05;00:00:19
