iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;22:35:22;22:35:22;22:35:23;;;22:35:23;22:35:23;22:35:28;22:35:28;22:35:28;22:35:29;22:35:29;22:35:36;22:35:36;22:35:36;22:35:36;22:35:37;22:35:37;22:35:42;22:35:42;;00:00:00;;00:00:04;00:00:05;00:00:00;00:00:07;00:00:00;00:00:00;00:00:04;00:00:19
1;22:35:42;22:35:42;22:35:43;22:35:43;22:35:43;22:35:43;22:35:43;22:35:48;22:35:49;22:35:49;22:35:49;22:35:49;22:35:55;22:35:55;22:35:56;22:35:56;22:35:56;22:35:56;22:36:01;22:36:01;;00:00:00;00:00:00;00:00:05;00:00:05;00:00:00;00:00:06;00:00:00;00:00:00;00:00:05;00:00:19
