iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;02:45:15;02:45:15;02:45:15;;;02:45:15;02:45:15;02:45:15;02:45:15;02:45:15;02:45:15;02:45:15;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
1;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;02:45:16;02:45:17;02:45:17;02:45:17;02:45:17;02:45:17;02:45:17;02:45:17;02:45:17;02:45:18;02:45:18;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
