iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;03:16:46;03:16:46;03:16:47;;;03:16:47;03:16:47;03:16:54;03:16:54;03:16:54;03:16:54;03:16:54;03:17:06;03:17:06;03:17:06;03:17:06;03:17:07;03:17:07;03:17:16;03:17:16;;00:00:01;;00:00:07;00:00:07;00:00:00;00:00:11;00:00:00;00:00:00;00:00:09;00:00:30
1;03:17:16;03:17:16;03:17:17;03:17:17;03:17:17;03:17:17;03:17:17;03:17:24;03:17:24;03:17:24;03:17:25;03:17:25;03:17:35;03:17:35;03:17:35;03:17:35;03:17:36;03:17:36;03:17:45;03:17:45;;00:00:00;00:00:00;00:00:07;00:00:07;00:00:00;00:00:10;00:00:00;00:00:00;00:00:09;00:00:29
