iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;07:50:40;07:50:40;07:50:40;;;07:50:40;07:50:40;07:50:40;07:50:40;07:50:40;07:50:40;07:50:40;07:50:44;07:50:44;07:50:44;07:50:44;07:50:44;07:50:44;07:50:44;07:50:44;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:03;00:00:00;00:00:00;00:00:00;00:00:04
1;07:50:45;07:50:45;07:50:45;07:50:45;07:50:45;07:50:45;07:50:45;07:50:45;07:50:45;07:50:45;07:50:45;07:50:45;07:50:48;07:50:48;07:50:48;07:50:48;07:50:48;07:50:48;07:50:48;07:50:48;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:03;00:00:00;00:00:00;00:00:00;00:00:03
