iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;02:10:44;02:10:44;02:10:44;;;02:10:44;02:10:44;02:10:44;02:10:44;02:10:44;02:10:44;02:10:44;02:10:45;02:10:45;02:10:45;02:10:45;02:10:45;02:10:45;02:10:45;02:10:45;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
1;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:46;02:10:47;02:10:47;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
