iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;23:48:02;23:48:02;23:48:03;;;23:48:03;23:48:03;23:48:08;23:48:08;23:48:08;23:48:08;23:48:08;23:48:16;23:48:16;23:48:16;23:48:16;23:48:17;23:48:17;23:48:22;23:48:22;;00:00:01;;00:00:04;00:00:04;00:00:00;00:00:07;00:00:00;00:00:00;00:00:04;00:00:19
1;23:48:22;23:48:22;23:48:23;23:48:23;23:48:23;23:48:23;23:48:23;23:48:28;23:48:28;23:48:28;23:48:28;23:48:28;23:48:36;23:48:36;23:48:36;23:48:36;23:48:37;23:48:37;23:48:42;23:48:42;;00:00:00;00:00:00;00:00:05;00:00:05;00:00:00;00:00:07;00:00:00;00:00:00;00:00:05;00:00:20
